X,avg_log2FC,pct.1,pct.2,p_val_adj
Zc2hc1c,1.907689583,0.026,0.011,1
Zc3h10,1.115150219,0.02,0.017,1
Zc3h11a,0.502961756,0.002,0,1
Zc3h12a,-0.020504192,0.01,0.013,1
Zc3h12b,0.216157225,0.002,0.002,1
Zc3h12c,0.988428689,0.002,0,1
Zc3h12d,0,0,0,1
Zc3h13,1.115079722,0.01,0.008,1
Zc3h14,0,0,0,1
Zc3h15,-0.178830588,0.002,0.004,1
Zc3h18,0,0,0,1
Zc3h3,0,0,0,1
Zc3h4,0,0,0,1
Zc3h6,-1.043317251,0.002,0.008,1
Zc3h7a,2.901719324,0.018,0.002,1
Zc3h7b,0.310589448,0.002,0,1
Zc3h8,0,0,0,1
Zc3hav1,0,0,0,1
Zc3hav1l,-0.443616697,0.002,0.004,1
Zc3hc1,0.261651105,0.002,0,1
Zc4h2,0.116364624,0.004,0.008,1
Zcchc10,0,0,0,1
Zcchc11,0,0,0,1
Zcchc12,0,0,0,1
Zcchc13,0,0,0,1
Zcchc14,-1.891184402,0,0.002,1
Zcchc17,0,0,0,1
Zcchc18,0,0,0,1
Zcchc2,0,0,0,1
Zcchc24,0,0,0,1
Zcchc3,0,0,0,1
Zcchc4,0,0,0,1
Zcchc6,-0.28631551,0.002,0.002,1
Zcchc7,-0.674457578,0,0.002,1
Zcchc8,0,0,0,1
Zcchc9,0,0,0,1
Zcrb1,0.137842954,0.014,0.011,1
Zcwpw1,0.259475444,0.01,0.015,1
Zcwpw2,-0.006600607,0.02,0.025,1
Zdbf2,1.00482847,0.089,0.059,1
Zdhhc1,-0.974971728,0.002,0.008,1
Zdhhc11,-0.582235711,0.002,0.002,1
Zdhhc12,0,0,0,1
Zdhhc13,0.584411922,0.002,0.002,1
Zdhhc14,-1.682491909,0,0.002,1
Zdhhc15,0.310589448,0.002,0,1
Zdhhc16,0,0,0,1
Zdhhc17,0.451621102,0.002,0,1
Zdhhc18,0,0,0,1
Zdhhc19,0,0,0,1
Zdhhc2,0,0,0,1
Zdhhc20,0,0,0,1
Zdhhc21,0,0,0,1
Zdhhc22,0.341916848,0.004,0.004,1
Zdhhc23,0.167784036,0.113,0.11,1
Zdhhc24,0.055066454,0.223,0.28,1
